date,ticker,sentiment_score,news_count,history_days,baseline_mean,baseline_std,baseline_abs_p90,delta_from_mean,anomaly_z,anomaly_level
2026-06-29,TAC,0.0117658627288955,2,6,0.011597135383907267,0.0024440570965591304,0.0142326383572197,0.00016872734498823289,,normal
2026-06-29,TCRYT,0.0117658627288955,2,6,0.011597135383907267,0.0024440570965591304,0.0142326383572197,0.00016872734498823289,,normal
2026-06-29,KLVKS,-0.0115447501029614,1,5,0.018241255112150016,0.0023897998428647703,0.02085914907668386,-0.029786005215111416,,normal
2026-06-29,AKBNK,0.0100765509621422,1,14,-0.00840249989984995,0.03541047113984647,0.06112055029861178,0.018479050861992148,0.5218527251166156,normal
2026-06-29,ATLAS,-0.0099991620985448,3,8,0.007236035001026176,0.0464916851255616,0.07186183390283786,-0.017235197099570977,-0.37071568933290594,normal
2026-06-29,MTRYO,0.008622878122668,1,8,-0.024238506131222363,0.036766058412751254,0.07059674003336919,0.03286138425389036,0.8937967699712225,normal
2026-06-29,ISMEN,0.0072348999208713,4,20,-0.011329168190547072,0.05881708632377629,0.06199094442029298,0.01856406811141837,0.31562372894887875,normal
2026-06-29,IYM,0.0072348999208713,4,20,-0.011329168190547072,0.05881708632377629,0.06199094442029298,0.01856406811141837,0.31562372894887875,normal
2026-06-29,KRSTL,0.0052600745466864,1,5,-0.06677956389465191,0.10198393659919086,0.1532557782501184,0.0720396384413383,0.7063822092342125,normal
2026-06-29,SEYKM,-0.9100642670165536,1,2,0.15370245046910463,0.18776910410841247,0.3107310644836962,-1.0637667174856582,-5.665291542699538,insufficient_history
2026-06-29,BAGFS,-0.8809135289206627,1,3,-0.7991074300695219,0.1747699108680489,0.9226884191916876,-0.08180609885114076,-0.4680788497563764,insufficient_history
2026-06-29,GRTHO,0.6532086077445015,1,2,0.11981540921570816,0.10197799110030314,0.20139780209595068,0.5333931985287934,5.2304736813668,insufficient_history
2026-06-29,MDIAZ,-0.3515566256379974,2,0,,,,,,insufficient_history
2026-06-29,YBTAS,0.3473944781017864,2,3,0.23790711906754572,0.34199431277069403,0.585735071380524,0.1094873590342407,0.3201438004837571,insufficient_history
2026-06-29,TATEN,-0.2317022582001017,1,2,-0.02005935064664025,0.01125536353134345,0.02906364147171501,-0.21164290755346146,,insufficient_history
2026-06-29,HUZFA,-0.1543639010778571,1,2,0.014797484242448401,0.0017125352698561004,0.016167512458333283,-0.1691613853203055,,insufficient_history
2026-06-29,PLTUR,-0.1494138926072681,1,3,0.3160767823349037,0.30040144068276703,0.620499353259744,-0.4654906749421718,-1.5495620589707622,insufficient_history
2026-06-29,YEOTK,-0.1489488823521869,1,1,0.764714260428938,0.0,0.764714260428938,-0.9136631427811248,,insufficient_history
2026-06-29,PRKME,0.1255411990217216,4,4,0.1444481843742226,0.37148087986383416,0.5890562411203085,-0.018906985352501016,-0.050896254362893044,insufficient_history
2026-06-29,DOFER,-0.1251782078945741,1,1,0.0445930140075956,0.0,0.0445930140075956,-0.1697712219021697,,insufficient_history
2026-06-29,DURKN,0.1191372562282972,5,4,0.2689061105434995,0.35961762491521765,0.6745978190560796,-0.14976885431520232,-0.41646694694263486,insufficient_history
2026-06-29,MHRGY,0.1156131049796161,6,4,0.05670005859213212,0.14424028930172325,0.23243569834879318,0.058913046387483986,0.4084368290765772,insufficient_history
2026-06-29,EGEPO,-0.1052462536114894,2,0,,,,,,insufficient_history
2026-06-29,SERNT,-0.0675199942681151,2,2,0.11313796498125431,0.1252335065232251,0.21574387850822854,-0.1806579592493694,-1.4425688800454182,insufficient_history
2026-06-29,IHLGM,-0.0668466936154523,1,4,0.04419520272265702,0.1467896276849547,0.22483716234742893,-0.11104189633810932,-0.7564696367813638,insufficient_history
2026-06-29,KUVVA,-0.0467320760978397,1,3,0.1639531898039404,0.31148928278099874,0.5020708800138068,-0.2106852659017801,-0.6763804649096331,insufficient_history
2026-06-29,ISYAT,0.0275971603826332,1,4,-0.001034013528618225,0.04695868464590913,0.06648980679561386,0.028631173911251424,0.6097098785271378,insufficient_history
2026-06-29,IZENR,0.023306774002094,1,1,0.0354804611454679,0.0,0.0354804611454679,-0.012173687143373899,,insufficient_history
2026-06-29,EKOFA,0.0213093161533967,1,1,0.016614995728905,0.0,0.016614995728905,0.0046943204244917006,,insufficient_history
2026-06-29,ADLVY,0.0209738300484111,2,0,,,,,,insufficient_history
